Time,Temp,Pressure,KE,U,H(t),H(t)/N,U(t)/N,T(t)/N,time averaged values,,,Stdv T,,Stdv U/N,,STDV E/N,,
2.146,112.680259,0.893941,88.534757,-16.438174,72.096583,1.1265091094,-0.2568464688,1.3833555781,,,,,0.0008868739,,3.23317179136014E-06,,0.0021286861,
2.147,112.707319,0.896405,88.556019,-16.464906,72.091113,1.1264236406,-0.2572641563,1.3836877969,,,,,0.0008621706,,2.93311359095452E-06,,0.0020526542,
2.148,112.7368,0.898879,88.579183,-16.488071,72.091112,1.126423625,-0.2576261094,1.3840497344,,,,,0.0008410457,,2.93306007140038E-06,,0.0020526403,
2.149,112.768654,0.901592,88.604211,-16.513103,72.091108,1.1264235625,-0.2580172344,1.3844407969,,,,,0.0008185128,,2.93284599806967E-06,,0.0020525847,
2.15,112.802836,0.904542,88.631069,-16.539962,72.091107,1.1264235469,-0.2584369063,1.3848604531,,,,,0.0007946756,,2.93279248095693E-06,,0.0020525708,
2.151,112.839294,0.907722,88.659714,-16.56861,72.091104,1.1264235,-0.2588845313,1.3853080313,,,,,0.0007696389,,2.9326319325507E-06,,0.0020525291,
2.152,112.877974,0.911129,88.690106,-16.599005,72.091101,1.1264234531,-0.2593594531,1.3857829063,,,,,0.0007435135,,2.93247138853899E-06,,0.0020524874,
2.153,112.918821,0.914757,88.7222,-16.631102,72.091098,1.1264234063,-0.2598609688,1.386284375,,,,,0.0007164149,,2.93231084892106E-06,,0.0020524457,
2.154,112.961773,0.918601,88.755948,-16.664853,72.091095,1.1264233594,-0.2603883281,1.3868116875,,,,,0.0006884625,,2.93215031369766E-06,,0.002052404,
2.155,113.00677,0.922655,88.791303,-16.700211,72.091092,1.1264233125,-0.2609407969,1.3873641094,,,,,0.0006597758,,0.000002932,,0.0020523623,
2.156,113.053745,0.926913,88.828212,-16.737124,72.091088,1.12642325,-0.2615175625,1.3879408125,,,,,0.0006304787,,2.93177574859982E-06,,0.0020523067,
2.157,113.102633,0.93137,88.866624,-16.775539,72.091085,1.1264232031,-0.2621177969,1.388541,,,,,0.000600696,,2.93161522802638E-06,,0.002052265,
2.158,113.153363,0.936019,88.906484,-16.815402,72.091082,1.1264231563,-0.2627406563,1.3891638125,,,,,0.0005705525,,2.93145471184594E-06,,0.0020522233,
2.159,113.205864,0.940854,88.947735,-16.856657,72.091078,1.1264230938,-0.2633852656,1.3898083594,,,,,0.0005401734,,2.93124069710822E-06,,0.0020521677,
2.16,113.260063,0.945867,88.990319,-16.899246,72.091073,1.1264230156,-0.2640507188,1.3904737344,,,,,0.0005096838,,0.000002931,,0.0020520982,
2.161,113.315884,0.951053,89.034179,-16.943109,72.09107,1.1264229688,-0.2647360781,1.3911590469,,,,,0.000479208,,2.93081269107104E-06,,0.0020520565,
2.162,113.373252,0.956404,89.079254,-16.988187,72.091067,1.1264229219,-0.2654404219,1.3918633438,,,,,0.0004488667,,2.93065219686403E-06,,0.0020520148,
2.163,113.432087,0.961914,89.125481,-17.034419,72.091062,1.1264228438,-0.2661627969,1.3925856406,,,,,0.0004187794,,2.9303847162831E-06,,0.0020519453,
2.164,113.49232,0.967808,89.172807,-17.087211,72.085596,1.1263374375,-0.2669876719,1.3933251094,,,,,0.0003856992,,2.64527584604485E-06,,0.001975969,
2.165,113.55387,0.973613,89.221169,-17.135576,72.085593,1.1263373906,-0.267743375,1.3940807656,,,,,0.0003565874,,2.64512337039178E-06,,0.0019759273,
2.166,113.616656,0.97932,89.270501,-17.179443,72.091058,1.1264227813,-0.2684287969,1.3948515781,,,,,0.0003311709,,2.93017074060864E-06,,0.0020518897,
2.167,113.680596,0.985391,89.320739,-17.229685,72.091054,1.1264227188,-0.2692138281,1.3956365469,,,,,0.000303215,,0.00000293,,0.0020518341,
2.168,113.7456,0.991583,89.371814,-17.280764,72.09105,1.1264226563,-0.2700119375,1.3964345938,,,,,0.0002760569,,2.9297428126957E-06,,0.0020517785,
2.169,113.811586,0.99789,89.42366,-17.332614,72.091046,1.1264225938,-0.2708220938,1.3972446875,,,,,0.0002497918,,2.92952886045874E-06,,0.0020517229,
2.17,113.878471,1.004302,89.476213,-17.385171,72.091042,1.1264225313,-0.2716432969,1.3980658281,,,,,0.0002245083,,2.92931491603352E-06,,0.0020516673,
2.171,113.946174,1.010814,89.529409,-17.438371,72.091038,1.1264224688,-0.2724745469,1.3988970156,,,,,0.000200289,,2.9291009794208E-06,,0.0020516117,
2.172,114.014613,1.017416,89.583182,-17.492148,72.091034,1.1264224063,-0.2733148125,1.3997372188,,,,,0.0001772116,,2.92888705062058E-06,,0.0020515561,
2.173,114.083705,1.024103,89.637469,-17.546439,72.09103,1.1264223438,-0.2741631094,1.4005854531,,,,,0.000155346,,2.92867312963286E-06,,0.0020515005,
2.174,114.15337,1.030866,89.692206,-17.601179,72.091027,1.1264222969,-0.2750184219,1.4014407188,,,,,0.0001347567,,2.9285126940196E-06,,0.0020514588,
2.175,114.223528,1.037698,89.74733,-17.656307,72.091023,1.1264222344,-0.2758797969,1.4023020313,,,,,0.0001155002,,2.92829878670451E-06,,0.0020514032,
2.176,114.294099,1.044592,89.802778,-17.71176,72.091018,1.1264221563,-0.27674625,1.4031684063,,,,,9.76271930431278E-05,,0.000002928,,0.0020513337,
2.177,114.365004,1.05154,89.85849,-17.767475,72.091015,1.1264221094,-0.2776167969,1.4040389063,,,,,8.11819114706054E-05,,2.92787099551032E-06,,0.002051292,
2.178,114.436168,1.058536,89.914405,-17.823393,72.091012,1.1264220625,-0.2784905156,1.4049125781,,,,,6.62007083885527E-05,,2.92771058186971E-06,,0.0020512503,
2.179,114.507514,1.065572,89.970462,-17.879454,72.091008,1.126422,-0.2793664688,1.4057884688,,,,,5.27138241817414E-05,,2.92749670385074E-06,,0.0020511947,
2.18,114.578967,1.072641,90.026604,-17.9356,72.091004,1.1264219375,-0.28024375,1.4066656875,,,,,4.07445707301269E-05,,2.92728283364427E-06,,0.0020511391,
2.181,114.650455,1.079738,90.082774,-17.991773,72.091001,1.1264218906,-0.2811214531,1.4075433438,,,,,3.03099166651308E-05,,2.92712243611694E-06,,0.0020510974,
2.182,114.721907,1.086854,90.138915,-18.047917,72.090998,1.1264218438,-0.2819987031,1.4084205469,,,,,2.14201822471427E-05,,0.000002927,,0.0020510557,
2.183,114.793257,1.093749,90.194975,-18.098515,72.09646,1.1265071875,-0.2827892969,1.4092964844,,,,,1.47271777894806E-05,,3.22626402934481E-06,,0.0021269765,
2.184,114.864436,1.100886,90.250902,-18.154445,72.096457,1.1265071406,-0.2836632031,1.4101703438,,,,,8.78348375566801E-06,,3.2260956396292E-06,,0.0021269348,
2.185,114.935377,1.108025,90.306641,-18.210187,72.096454,1.1265070938,-0.2845341719,1.4110412656,,,,,4.37950012298655E-06,,3.22592725430812E-06,,0.0021268931,
2.186,115.006016,1.115158,90.362144,-18.265692,72.096452,1.1265070625,-0.2854014375,1.4119085,,,,,1.50175196650802E-06,,3.22581499986935E-06,,0.0021268653,
2.187,115.076293,1.122281,90.417362,-18.320913,72.096449,1.1265070156,-0.2862642656,1.4127712813,,,,,1.31501804239658E-07,,3.22564662187249E-06,,0.0021268236,
2.188,115.146156,1.129623,90.472254,-18.381275,72.090979,1.1264215469,-0.2872074219,1.4136289688,,,,,0.000000337,,2.9259463218575E-06,,0.0020507916,
2.189,115.215547,1.136709,90.526776,-18.4358,72.090976,1.1264215,-0.288059375,1.414480875,,,,,0.000002052,,2.9257859609505E-06,,0.0020507499,
2.19,115.284407,1.143768,90.58088,-18.489906,72.090974,1.1264214688,-0.2889047813,1.41532625,,,,,5.1887548340908E-06,,2.92567905612032E-06,,0.0020507221,
2.191,115.352687,1.15103,90.634529,-18.549026,72.085503,1.1263359844,-0.2898285313,1.4161645156,,,,,1.02504593094658E-05,,2.64055114426677E-06,,0.0019746763,
2.192,115.420338,1.158022,90.687684,-18.602183,72.085501,1.1263359531,-0.2906591094,1.4169950625,,,,,1.62587334113332E-05,,2.6404495841639E-06,,0.0019746485,
2.193,115.48731,1.164972,90.740305,-18.654806,72.085499,1.1263359219,-0.2914813438,1.4178172656,,,,,2.35656493650282E-05,,2.64034802601344E-06,,0.0019746207,
2.194,115.553558,1.171878,90.792357,-18.70686,72.085497,1.1263358906,-0.2922946875,1.4186305781,,,,,3.21238446176575E-05,,2.64024646981682E-06,,0.0019745929,
2.195,115.619041,1.178734,90.843808,-18.758312,72.085496,1.126335875,-0.293098625,1.4194345,,,,,4.18832581286015E-05,,2.64019569245021E-06,,0.001974579,
2.196,115.68372,1.185538,90.894627,-18.809133,72.085494,1.1263358438,-0.2938927031,1.4202285469,,,,,5.27919328334422E-05,,2.64009413918328E-06,,0.0019745512,
2.197,115.747559,1.192285,90.944786,-18.859294,72.085492,1.1263358125,-0.2946764688,1.4210122813,,,,,6.479559891874E-05,,0.00000264,,0.0019745234,
2.198,115.810524,1.198972,90.994259,-18.908767,72.085492,1.1263358125,-0.2954494844,1.4217852969,,,,,0.000077838,,0.00000264,,0.0019745234,
2.199,115.872584,1.205595,91.043021,-18.95753,72.085491,1.1263357969,-0.2962114063,1.4225472031,,,,,9.18628098957274E-05,,2.63994181294427E-06,,0.0019745095,
2.2,115.933712,1.212153,91.09105,-19.00556,72.08549,1.1263357813,-0.296961875,1.4232976563,,,,,0.0001068118,,2.63989103850807E-06,,0.0019744956,
2.201,115.993881,1.218643,91.138326,-19.052837,72.085489,1.1263357656,-0.2977005781,1.4240363438,,,,,0.0001226264,,2.63984026456087E-06,,0.0019744817,
2.202,116.053069,1.225061,91.184831,-19.099343,72.085488,1.12633575,-0.2984272344,1.4247629844,,,,,0.000139248,,2.63978949110051E-06,,0.0019744678,
2.203,116.111257,1.231407,91.23055,-19.145062,72.085488,1.12633575,-0.2991415938,1.4254773438,,,,,0.0001566176,,2.63978949110051E-06,,0.0019744678,
2.204,116.168425,1.237677,91.275468,-19.189981,72.085487,1.1263357344,-0.2998434531,1.4261791875,,,,,0.0001746773,,2.63973871812916E-06,,0.0019744539,
2.205,116.224561,1.243871,91.319575,-19.234088,72.085487,1.1263357344,-0.300532625,1.4268683594,,,,,0.0001933693,,2.63973871812916E-06,,0.0019744539,
2.206,116.27965,1.249986,91.362859,-19.277373,72.085486,1.1263357188,-0.3012089531,1.4275446719,,,,,0.0002126363,,2.63968794564608E-06,,0.00197444,
2.207,116.333685,1.256023,91.405315,-19.319828,72.085487,1.1263357344,-0.3018723125,1.4282080469,,,,,0.0002324227,,2.63973871812916E-06,,0.0019744539,
2.208,116.386663,1.261745,91.446941,-19.355989,72.090952,1.126421125,-0.3024373281,1.4288584531,,,,,0.0002499697,,2.92450323189994E-06,,0.0020504163,
2.209,116.438581,1.26762,91.487734,-19.396781,72.090953,1.1264211406,-0.3030747031,1.4294958438,,,,,0.0002705303,,2.92455667332908E-06,,0.0020504302,
2.21,116.48943,1.273414,91.527687,-19.436734,72.090953,1.1264211406,-0.3036989688,1.4301201094,,,,,0.0002914556,,2.92455667332908E-06,,0.0020504302,
2.211,116.539211,1.279126,91.5668,-19.475846,72.090954,1.1264211563,-0.3043100938,1.43073125,,,,,0.0003126954,,2.92461011524574E-06,,0.0020504441,
2.212,116.587925,1.284756,91.605076,-19.514122,72.090954,1.1264211563,-0.3049081563,1.4313293125,,,,,0.0003342044,,2.92461011524574E-06,,0.0020504441,
2.213,116.635579,1.290304,91.642519,-19.551563,72.090956,1.1264211875,-0.3054931719,1.4319143594,,,,,0.0003559363,,2.92471700054391E-06,,0.0020504719,
2.214,116.68218,1.29577,91.679134,-19.588178,72.090956,1.1264211875,-0.3060652813,1.4324864688,,,,,0.0003778508,,2.92471700054467E-06,,0.0020504719,
2.215,116.727737,1.301155,91.714929,-19.623971,72.090958,1.1264212188,-0.3066245469,1.4330457656,,,,,0.000399906,,2.92482388779596E-06,,0.0020504997,
2.216,116.772268,1.306695,91.749917,-19.664424,72.085493,1.1263358281,-0.307256625,1.4335924531,,,,,0.0004255857,,0.00000264,,0.0019745373,
2.217,116.815786,1.31192,91.78411,-19.698616,72.085494,1.1263358438,-0.307790875,1.4341267188,,,,,0.0004479139,,2.64009413918328E-06,,0.0019745512,
2.218,116.858302,1.317068,91.817516,-19.73202,72.085496,1.126335875,-0.3083128125,1.4346486875,,,,,0.0004702789,,2.64019569245093E-06,,0.001974579,
2.219,116.899834,1.322138,91.850148,-19.764651,72.085497,1.1263358906,-0.3088226719,1.4351585625,,,,,0.0004926524,,2.64024646981682E-06,,0.0019745929,
2.22,116.940402,1.327133,91.882023,-19.796524,72.085499,1.1263359219,-0.3093206875,1.4356566094,,,,,0.0005150081,,2.64034802601344E-06,,0.0019746207,
2.221,116.980027,1.332053,91.913157,-19.827657,72.0855,1.1263359375,-0.3098071406,1.4361430781,,,,,0.0005373237,,2.64039880484417E-06,,0.0019746346,
2.222,117.018733,1.336901,91.943569,-19.858067,72.085502,1.1263359688,-0.3102822969,1.4366182656,,,,,0.0005595779,,2.64050036397047E-06,,0.0019746624,
2.223,117.056544,1.341679,91.973278,-19.887774,72.085504,1.126336,-0.3107464688,1.4370824688,,,,,0.0005817537,,2.6406019250499E-06,,0.0019746902,
2.224,117.093489,1.346154,92.002306,-19.911334,72.090972,1.1264214375,-0.3111145938,1.4375360313,,,,,0.0005996473,,2.92557215324479E-06,,0.0020506943,
2.225,117.129595,1.350797,92.030676,-19.939702,72.090974,1.1264214688,-0.3115578438,1.4379793125,,,,,0.0006215521,,2.92567905612108E-06,,0.0020507221,
2.226,117.164892,1.355377,92.058409,-19.967433,72.090976,1.1264215,-0.3119911406,1.4384126406,,,,,0.0006433448,,2.9257859609505E-06,,0.0020507499,
2.227,117.199409,1.359895,92.08553,-19.994552,72.090978,1.1264215313,-0.312414875,1.4388364063,,,,,0.0006650198,,2.9258928677338E-06,,0.0020507777,
2.228,117.23318,1.364354,92.112063,-20.021084,72.090979,1.1264215469,-0.3128294375,1.4392509844,,,,,0.0006865731,,2.9259463218575E-06,,0.0020507916,
2.229,117.266241,1.368992,92.13804,-20.052528,72.085512,1.126336125,-0.31332075,1.439656875,,,,,0.0007125618,,0.000002641,,0.0019748014,
2.23,117.298628,1.373342,92.163487,-20.077973,72.085514,1.1263361563,-0.3137183281,1.4400544844,,,,,0.0007339456,,2.6411097597461E-06,,0.0019748292,
2.231,117.33037,1.377641,92.188427,-20.102911,72.085516,1.1263361875,-0.3141079844,1.4404441719,,,,,0.0007552101,,2.641211332545E-06,,0.001974857,
2.232,117.361503,1.381893,92.212889,-20.127371,72.085518,1.1263362188,-0.3144901719,1.4408263906,,,,,0.0007763621,,2.64131290729631E-06,,0.0019748848,
2.233,117.392065,1.3861,92.236902,-20.151381,72.085521,1.1263362656,-0.3148653281,1.4412015938,,,,,0.000797409,,2.64146527308538E-06,,0.0019749265,
2.234,117.4221,1.390031,92.260501,-20.169507,72.090994,1.1264217813,-0.3151485469,1.4415703281,,,,,0.0008134845,,2.92674819230892E-06,,0.0020510001,
2.235,117.451647,1.394158,92.283717,-20.19272,72.090997,1.1264218281,-0.31551125,1.4419330781,,,,,0.0008343058,,2.92690857958159E-06,,0.0020510418,
2.236,117.480738,1.398485,92.306574,-20.221041,72.085533,1.1263364531,-0.3159537656,1.4422902188,,,,,0.0008600652,,2.64207478018841E-06,,0.0019750933,
2.237,117.509412,1.402545,92.329103,-20.243568,72.085535,1.1263364844,-0.31630575,1.4426422344,,,,,0.0008808343,,2.642176371542E-06,,0.0019751211,
2.238,117.537713,1.40681,92.35134,-20.271267,72.080073,1.1262511406,-0.3167385469,1.4429896875,,,,,0.0009067114,,0.000002372,,0.0018992003,
2.239,117.565681,1.410816,92.373315,-20.29324,72.080075,1.1262511719,-0.317081875,1.4433330469,,,,,0.0009275057,,2.37210753415137E-06,,0.0018992281,
2.24,117.593347,1.4148,92.395053,-20.314975,72.080078,1.1262512188,-0.3174214844,1.4436727031,,,,,0.0009483066,,2.37225192679593E-06,,0.0018992698,
2.241,117.62075,1.418764,92.416584,-20.336504,72.08008,1.12625125,-0.317757875,1.444009125,,,,,0.0009691378,,2.37234819100037E-06,,0.0018992976,
2.242,117.647929,1.422711,92.437938,-20.357856,72.080082,1.1262512813,-0.3180915,1.4443427813,,,,,0.0009900212,,2.37244445715863E-06,,0.0018993254,
2.243,117.674922,1.426646,92.459147,-20.379063,72.080084,1.1262513125,-0.3184228594,1.4446741719,,,,,0.0010109832,,2.37254072526932E-06,,0.0018993532,
2.244,117.701776,1.430806,92.480247,-20.405628,72.074619,1.1261659219,-0.3188379375,1.4450038594,,,,,0.0010375511,,2.11677700251406E-06,,0.0018233908,
2.245,117.728528,1.434725,92.501267,-20.426645,72.074622,1.1261659688,-0.3191663281,1.4453322969,,,,,0.0010588146,,2.11691340297113E-06,,0.0018234325,
2.246,117.755214,1.438875,92.522234,-20.453074,72.06916,1.126080625,-0.3195792813,1.4456599063,,,,,0.0010858596,,1.87585319200043E-06,,0.0017475117,
2.247,117.78187,1.44279,92.543178,-20.474016,72.069162,1.1260806563,-0.3199065,1.4459871563,,,,,0.0011075319,,1.87593879409614E-06,,0.0017475395,
2.248,117.808527,1.446942,92.564123,-20.500425,72.063698,1.1259952813,-0.3203191406,1.4463144219,,,,,0.0011351673,,1.6493600923579E-06,,0.001671591,
2.249,117.83522,1.450864,92.585096,-20.521396,72.0637,1.1259953125,-0.3206468125,1.446642125,,,,,0.0011573546,,1.64944036046921E-06,,0.0016716188,
2.25,117.861981,1.454795,92.606123,-20.542421,72.063702,1.1259953438,-0.3209753281,1.4469706719,,,,,0.0011798147,,1.64952063053307E-06,,0.0016716466,
2.251,117.888844,1.458737,92.627229,-20.563526,72.063703,1.1259953594,-0.3213050938,1.4473004531,,,,,0.0012025773,,1.64956076629799E-06,,0.0016716605,
2.252,117.91584,1.462691,92.648441,-20.584735,72.063706,1.1259954063,-0.3216364844,1.4476318906,,,,,0.0012256712,,1.6496811765213E-06,,0.0016717022,
2.253,117.943,1.466662,92.669781,-20.606073,72.063708,1.1259954375,-0.3219698906,1.4479653281,,,,,0.0012491272,,1.64976145244454E-06,,0.0016717299,
2.254,117.970353,1.47065,92.691273,-20.627563,72.06371,1.1259954688,-0.3223056719,1.4483011406,,,,,0.0012729749,,1.6498417303209E-06,,0.0016717577,
2.255,117.997928,1.474659,92.712939,-20.649228,72.063711,1.1259954844,-0.3226441875,1.4486396719,,,,,0.0012972452,,1.64988186999207E-06,,0.0016717716,
2.256,118.025751,1.478691,92.7348,-20.671087,72.063713,1.1259955156,-0.3229857344,1.44898125,,,,,0.001321965,,0.00000165,,0.0016717994,
2.257,118.053847,1.482748,92.756875,-20.693161,72.063714,1.1259955313,-0.3233306406,1.4493261719,,,,,0.0013471648,,0.00000165,,0.0016718133,
2.258,118.082241,1.486831,92.779185,-20.715469,72.063716,1.1259955625,-0.3236792031,1.4496747656,,,,,0.0013728734,,1.6500825756693E-06,,0.0016718411,
2.259,118.110954,1.490942,92.801745,-20.738028,72.063717,1.1259955781,-0.3240316875,1.4500272656,,,,,0.0013991183,,1.65012271826959E-06,,0.001671855,
2.26,118.140009,1.495318,92.824574,-20.766323,72.058251,1.1259101719,-0.3244737969,1.4503839688,,,,,0.0014323878,,0.000001438,,0.0015958787,
2.261,118.169424,1.499491,92.847686,-20.789434,72.058252,1.1259101875,-0.3248349063,1.4507450938,,,,,0.0014598519,,0.000001438,,0.0015958926,
2.262,118.199216,1.503697,92.871095,-20.812841,72.058254,1.1259102188,-0.3252006406,1.4511108594,,,,,0.0014879337,,1.43810858149606E-06,,0.0015959204,
2.263,118.229401,1.507936,92.894811,-20.836557,72.058254,1.1259102188,-0.3255712031,1.4514814219,,,,,0.0015166589,,1.43810858149606E-06,,0.0015959204,
2.264,118.259992,1.512212,92.918847,-20.860592,72.058255,1.1259102344,-0.32594675,1.4518569844,,,,,0.0015460508,,1.43814605710417E-06,,0.0015959343,
2.265,118.291007,1.516757,92.943216,-20.890424,72.052792,1.125824875,-0.326412875,1.45223775,,,,,0.001582924,,1.24070169865093E-06,,0.0015199996,
2.266,118.322456,1.521105,92.967926,-20.915133,72.052793,1.1258248906,-0.3267989531,1.4526238438,,,,,0.0016137941,,1.24073650726685E-06,,0.0015200135,
2.267,118.354344,1.525491,92.992981,-20.940187,72.052794,1.1258249063,-0.3271904219,1.4530153281,,,,,0.0016453995,,1.24077131637106E-06,,0.0015200274,
2.268,118.386677,1.529915,93.018385,-20.965591,72.052794,1.1258249063,-0.3275873594,1.4534122656,,,,,0.0016777594,,1.24077131637057E-06,,0.0015200274,
2.269,118.419461,1.534376,93.044144,-20.99135,72.052794,1.1258249063,-0.3279898438,1.45381475,,,,,0.0017108933,,1.24077131637106E-06,,0.0015200274,
2.27,118.452699,1.538876,93.07026,-21.017465,72.052795,1.1258249219,-0.3283978906,1.4542228125,,,,,0.0017448159,,1.24080612596355E-06,,0.0015200413,
2.271,118.486399,1.543649,93.096739,-21.049409,72.04733,1.1257395313,-0.3288970156,1.4546365469,,,,,0.0017867629,,1.05786192713343E-06,,0.0014440789,
2.272,118.520561,1.548226,93.123581,-21.076251,72.04733,1.1257395313,-0.3293164219,1.4550559531,,,,,0.0018223955,,1.05786192713343E-06,,0.0014440789,
2.273,118.555179,1.552841,93.15078,-21.10345,72.04733,1.1257395313,-0.3297414063,1.4554809375,,,,,0.0018588609,,1.05786192713343E-06,,0.0014440789,
2.274,118.590249,1.557493,93.178335,-21.131005,72.04733,1.1257395313,-0.3301719531,1.4559114844,,,,,0.0018961719,,1.05786192713343E-06,,0.0014440789,
2.275,118.625767,1.562181,93.206242,-21.158912,72.04733,1.1257395313,-0.330608,1.4563475313,,,,,0.0019343374,,1.05786192713343E-06,,0.0014440789,
2.276,118.661726,1.566906,93.234496,-21.187166,72.04733,1.1257395313,-0.3310494688,1.456789,,,,,0.0019733648,,1.05786192713297E-06,,0.0014440789,
2.277,118.69812,1.571666,93.263091,-21.215762,72.047329,1.1257395156,-0.3314962813,1.4572357969,,,,,0.0020132616,,1.05782978599796E-06,,0.001444065,
2.278,118.734939,1.576461,93.29202,-21.244691,72.047329,1.1257395156,-0.3319482969,1.4576878125,,,,,0.0020540293,,1.0578297859975E-06,,0.001444065,
2.279,118.772172,1.581288,93.321275,-21.273946,72.047329,1.1257395156,-0.3324054063,1.4581449219,,,,,0.0020956719,,1.05782978599796E-06,,0.001444065,
2.28,118.809807,1.586148,93.350846,-21.303517,72.047329,1.1257395156,-0.3328674531,1.4586069688,,,,,0.002138189,,1.05782978599796E-06,,0.001444065,
